numero_experimento;dataset;estructura_de_datos;cantidad_consultas;tiempo_ejecucion_us
7;auspol2019;Cerrado_Lineal;70000;768
7;auspol2019;Cerrado_Lineal;80000;890
7;auspol2019;Cerrado_Lineal;90000;990
7;auspol2019;Cerrado_Lineal;100000;1099
7;auspol2019;Cerrado_Lineal;110000;1197
7;auspol2019;Cerrado_Lineal;120000;1296
7;auspol2019;Cerrado_Lineal;130000;1390
7;auspol2019;Cerrado_Lineal;140000;1480
7;auspol2019;Cerrado_Lineal;150000;1598
7;auspol2019;Cerrado_Lineal;160000;1750
7;auspol2019;Cerrado_Lineal;170000;1899
7;auspol2019;Cerrado_Lineal;180000;2022
7;auspol2019;Cerrado_Cuadratico;10000;69
7;auspol2019;Cerrado_Cuadratico;20000;172
7;auspol2019;Cerrado_Cuadratico;30000;282
7;auspol2019;Cerrado_Cuadratico;40000;400
7;auspol2019;Cerrado_Cuadratico;50000;512
7;auspol2019;Cerrado_Cuadratico;60000;638
7;auspol2019;Cerrado_Cuadratico;70000;764
7;auspol2019;Cerrado_Cuadratico;80000;889
7;auspol2019;Cerrado_Cuadratico;90000;993
7;auspol2019;Cerrado_Cuadratico;100000;1095
7;auspol2019;Cerrado_Cuadratico;110000;1195
7;auspol2019;Cerrado_Cuadratico;120000;1295
7;auspol2019;Cerrado_Cuadratico;130000;1392
7;auspol2019;Cerrado_Cuadratico;140000;1484
7;auspol2019;Cerrado_Cuadratico;150000;1603
7;auspol2019;Cerrado_Cuadratico;160000;1758
7;auspol2019;Cerrado_Cuadratico;170000;1907
7;auspol2019;Cerrado_Cuadratico;180000;2038
7;auspol2019;Cerrado_Doble;10000;82
7;auspol2019;Cerrado_Doble;20000;201
7;auspol2019;Cerrado_Doble;30000;337
7;auspol2019;Cerrado_Doble;40000;456
7;auspol2019;Cerrado_Doble;50000;580
7;auspol2019;Cerrado_Doble;60000;721
7;auspol2019;Cerrado_Doble;70000;858
7;auspol2019;Cerrado_Doble;80000;997
7;auspol2019;Cerrado_Doble;90000;1114
7;auspol2019;Cerrado_Doble;100000;1231
7;auspol2019;Cerrado_Doble;110000;1345
7;auspol2019;Cerrado_Doble;120000;1459
7;auspol2019;Cerrado_Doble;130000;1570
7;auspol2019;Cerrado_Doble;140000;1676
7;auspol2019;Cerrado_Doble;150000;1809
7;auspol2019;Cerrado_Doble;160000;1993
7;auspol2019;Cerrado_Doble;170000;2160
7;auspol2019;Cerrado_Doble;180000;2308
7;auspol2019;STL_UnorderedMap;10000;132
7;auspol2019;STL_UnorderedMap;20000;269
7;auspol2019;STL_UnorderedMap;30000;396
7;auspol2019;STL_UnorderedMap;40000;489
7;auspol2019;STL_UnorderedMap;50000;579
7;auspol2019;STL_UnorderedMap;60000;674
7;auspol2019;STL_UnorderedMap;70000;755
7;auspol2019;STL_UnorderedMap;80000;840
7;auspol2019;STL_UnorderedMap;90000;919
7;auspol2019;STL_UnorderedMap;100000;984
7;auspol2019;STL_UnorderedMap;110000;1043
7;auspol2019;STL_UnorderedMap;120000;1148
7;auspol2019;STL_UnorderedMap;130000;1205
7;auspol2019;STL_UnorderedMap;140000;1256
7;auspol2019;STL_UnorderedMap;150000;1336
7;auspol2019;STL_UnorderedMap;160000;1440
7;auspol2019;STL_UnorderedMap;170000;1524
7;auspol2019;STL_UnorderedMap;180000;1592
8;auspol2019;Hash_Abierto;10000;136
8;auspol2019;Hash_Abierto;20000;276
8;auspol2019;Hash_Abierto;30000;416
8;auspol2019;Hash_Abierto;40000;524
8;auspol2019;Hash_Abierto;50000;628
8;auspol2019;Hash_Abierto;60000;743
8;auspol2019;Hash_Abierto;70000;846
8;auspol2019;Hash_Abierto;80000;955
8;auspol2019;Hash_Abierto;90000;1040
8;auspol2019;Hash_Abierto;100000;1122
8;auspol2019;Hash_Abierto;110000;1198
8;auspol2019;Hash_Abierto;120000;1273
8;auspol2019;Hash_Abierto;130000;1344
8;auspol2019;Hash_Abierto;140000;1412
8;auspol2019;Hash_Abierto;150000;1508
8;auspol2019;Hash_Abierto;160000;1639
8;auspol2019;Hash_Abierto;170000;1753
8;auspol2019;Hash_Abierto;180000;1841
8;auspol2019;Cerrado_Lineal;10000;71
8;auspol2019;Cerrado_Lineal;20000;176
8;auspol2019;Cerrado_Lineal;30000;287
8;auspol2019;Cerrado_Lineal;40000;393
8;auspol2019;Cerrado_Lineal;50000;500
8;auspol2019;Cerrado_Lineal;60000;624
8;auspol2019;Cerrado_Lineal;70000;743
8;auspol2019;Cerrado_Lineal;80000;864
8;auspol2019;Cerrado_Lineal;90000;965
8;auspol2019;Cerrado_Lineal;100000;1066
8;auspol2019;Cerrado_Lineal;110000;1163
8;auspol2019;Cerrado_Lineal;120000;1261
8;auspol2019;Cerrado_Lineal;130000;1366
8;auspol2019;Cerrado_Lineal;140000;1458
8;auspol2019;Cerrado_Lineal;150000;1577
8;auspol2019;Cerrado_Lineal;160000;1730
8;auspol2019;Cerrado_Lineal;170000;1879
8;auspol2019;Cerrado_Lineal;180000;2001
8;auspol2019;Cerrado_Cuadratico;10000;70
8;auspol2019;Cerrado_Cuadratico;20000;175
8;auspol2019;Cerrado_Cuadratico;30000;285
8;auspol2019;Cerrado_Cuadratico;40000;390
8;auspol2019;Cerrado_Cuadratico;50000;498
8;auspol2019;Cerrado_Cuadratico;60000;624
8;auspol2019;Cerrado_Cuadratico;70000;746
8;auspol2019;Cerrado_Cuadratico;80000;870
8;auspol2019;Cerrado_Cuadratico;90000;973
8;auspol2019;Cerrado_Cuadratico;100000;1075
8;auspol2019;Cerrado_Cuadratico;110000;1174
8;auspol2019;Cerrado_Cuadratico;120000;1287
8;auspol2019;Cerrado_Cuadratico;130000;1501
8;auspol2019;Cerrado_Cuadratico;140000;1711
8;auspol2019;Cerrado_Cuadratico;150000;1920
8;auspol2019;Cerrado_Cuadratico;160000;2091
8;auspol2019;Cerrado_Cuadratico;170000;2243
8;auspol2019;Cerrado_Cuadratico;180000;2406
8;auspol2019;Cerrado_Doble;10000;83
8;auspol2019;Cerrado_Doble;20000;202
8;auspol2019;Cerrado_Doble;30000;326
8;auspol2019;Cerrado_Doble;40000;446
8;auspol2019;Cerrado_Doble;50000;567
8;auspol2019;Cerrado_Doble;60000;704
8;auspol2019;Cerrado_Doble;70000;838
8;auspol2019;Cerrado_Doble;80000;974
8;auspol2019;Cerrado_Doble;90000;1098
8;auspol2019;Cerrado_Doble;100000;1215
8;auspol2019;Cerrado_Doble;110000;1328
8;auspol2019;Cerrado_Doble;120000;1442
8;auspol2019;Cerrado_Doble;130000;1565
8;auspol2019;Cerrado_Doble;140000;1670
8;auspol2019;Cerrado_Doble;150000;1804
8;auspol2019;Cerrado_Doble;160000;1973
8;auspol2019;Cerrado_Doble;170000;2136
8;auspol2019;Cerrado_Doble;180000;2272
8;auspol2019;STL_UnorderedMap;10000;131
8;auspol2019;STL_UnorderedMap;20000;265
8;auspol2019;STL_UnorderedMap;30000;391
8;auspol2019;STL_UnorderedMap;40000;485
8;auspol2019;STL_UnorderedMap;50000;574
8;auspol2019;STL_UnorderedMap;60000;670
8;auspol2019;STL_UnorderedMap;70000;765
8;auspol2019;STL_UnorderedMap;80000;851
8;auspol2019;STL_UnorderedMap;90000;917
8;auspol2019;STL_UnorderedMap;100000;986
8;auspol2019;STL_UnorderedMap;110000;1041
8;auspol2019;STL_UnorderedMap;120000;1096
8;auspol2019;STL_UnorderedMap;130000;1162
8;auspol2019;STL_UnorderedMap;140000;1215
8;auspol2019;STL_UnorderedMap;150000;1293
8;auspol2019;STL_UnorderedMap;160000;1395
8;auspol2019;STL_UnorderedMap;170000;1478
8;auspol2019;STL_UnorderedMap;180000;1545
9;auspol2019;Hash_Abierto;10000;122
9;auspol2019;Hash_Abierto;20000;257
9;auspol2019;Hash_Abierto;30000;382
9;auspol2019;Hash_Abierto;40000;488
9;auspol2019;Hash_Abierto;50000;590
9;auspol2019;Hash_Abierto;60000;703
9;auspol2019;Hash_Abierto;70000;806
9;auspol2019;Hash_Abierto;80000;913
9;auspol2019;Hash_Abierto;90000;997
9;auspol2019;Hash_Abierto;100000;1094
9;auspol2019;Hash_Abierto;110000;1172
9;auspol2019;Hash_Abierto;120000;1249
9;auspol2019;Hash_Abierto;130000;1323
9;auspol2019;Hash_Abierto;140000;1390
9;auspol2019;Hash_Abierto;150000;1488
9;auspol2019;Hash_Abierto;160000;1636
9;auspol2019;Hash_Abierto;170000;1750
9;auspol2019;Hash_Abierto;180000;1846
9;auspol2019;Cerrado_Lineal;10000;83
9;auspol2019;Cerrado_Lineal;20000;189
9;auspol2019;Cerrado_Lineal;30000;300
9;auspol2019;Cerrado_Lineal;40000;405
9;auspol2019;Cerrado_Lineal;50000;511
9;auspol2019;Cerrado_Lineal;60000;634
9;auspol2019;Cerrado_Lineal;70000;753
9;auspol2019;Cerrado_Lineal;80000;875
9;auspol2019;Cerrado_Lineal;90000;975
9;auspol2019;Cerrado_Lineal;100000;1075
9;auspol2019;Cerrado_Lineal;110000;1172
9;auspol2019;Cerrado_Lineal;120000;1270
9;auspol2019;Cerrado_Lineal;130000;1363
9;auspol2019;Cerrado_Lineal;140000;1453
9;auspol2019;Cerrado_Lineal;150000;1570
9;auspol2019;Cerrado_Lineal;160000;1721
9;auspol2019;Cerrado_Lineal;170000;1869
9;auspol2019;Cerrado_Lineal;180000;1991
9;auspol2019;Cerrado_Cuadratico;10000;70
9;auspol2019;Cerrado_Cuadratico;20000;174
9;auspol2019;Cerrado_Cuadratico;30000;284
9;auspol2019;Cerrado_Cuadratico;40000;390
9;auspol2019;Cerrado_Cuadratico;50000;498
9;auspol2019;Cerrado_Cuadratico;60000;623
9;auspol2019;Cerrado_Cuadratico;70000;745
9;auspol2019;Cerrado_Cuadratico;80000;869
9;auspol2019;Cerrado_Cuadratico;90000;972
9;auspol2019;Cerrado_Cuadratico;100000;1074
9;auspol2019;Cerrado_Cuadratico;110000;1173
9;auspol2019;Cerrado_Cuadratico;120000;1272
9;auspol2019;Cerrado_Cuadratico;130000;1368
9;auspol2019;Cerrado_Cuadratico;140000;1476
9;auspol2019;Cerrado_Cuadratico;150000;1600
9;auspol2019;Cerrado_Cuadratico;160000;1757
9;auspol2019;Cerrado_Cuadratico;170000;1918
9;auspol2019;Cerrado_Cuadratico;180000;2041
9;auspol2019;Cerrado_Doble;10000;81
9;auspol2019;Cerrado_Doble;20000;198
9;auspol2019;Cerrado_Doble;30000;322
9;auspol2019;Cerrado_Doble;40000;439
9;auspol2019;Cerrado_Doble;50000;560
9;auspol2019;Cerrado_Doble;60000;698
9;auspol2019;Cerrado_Doble;70000;832
9;auspol2019;Cerrado_Doble;80000;967
9;auspol2019;Cerrado_Doble;90000;1081
9;auspol2019;Cerrado_Doble;100000;1196
9;auspol2019;Cerrado_Doble;110000;1310
9;auspol2019;Cerrado_Doble;120000;1422
9;auspol2019;Cerrado_Doble;130000;1531
9;auspol2019;Cerrado_Doble;140000;1637
9;auspol2019;Cerrado_Doble;150000;1782
9;auspol2019;Cerrado_Doble;160000;1952
9;auspol2019;Cerrado_Doble;170000;2116
9;auspol2019;Cerrado_Doble;180000;2253
9;auspol2019;STL_UnorderedMap;10000;166
9;auspol2019;STL_UnorderedMap;20000;316
9;auspol2019;STL_UnorderedMap;30000;449
9;auspol2019;STL_UnorderedMap;40000;553
9;auspol2019;STL_UnorderedMap;50000;646
9;auspol2019;STL_UnorderedMap;60000;745
9;auspol2019;STL_UnorderedMap;70000;831
9;auspol2019;STL_UnorderedMap;80000;928
9;auspol2019;STL_UnorderedMap;90000;997
9;auspol2019;STL_UnorderedMap;100000;1062
9;auspol2019;STL_UnorderedMap;110000;1119
9;auspol2019;STL_UnorderedMap;120000;1175
9;auspol2019;STL_UnorderedMap;130000;1229
9;auspol2019;STL_UnorderedMap;140000;1278
9;auspol2019;STL_UnorderedMap;150000;1356
9;auspol2019;STL_UnorderedMap;160000;1472
9;auspol2019;STL_UnorderedMap;170000;1560
9;auspol2019;STL_UnorderedMap;180000;1627
10;auspol2019;Hash_Abierto;10000;127
10;auspol2019;Hash_Abierto;20000;264
10;auspol2019;Hash_Abierto;30000;391
10;auspol2019;Hash_Abierto;40000;497
10;auspol2019;Hash_Abierto;50000;608
10;auspol2019;Hash_Abierto;60000;723
10;auspol2019;Hash_Abierto;70000;826
10;auspol2019;Hash_Abierto;80000;933
10;auspol2019;Hash_Abierto;90000;1017
10;auspol2019;Hash_Abierto;100000;1097
10;auspol2019;Hash_Abierto;110000;1186
10;auspol2019;Hash_Abierto;120000;1264
10;auspol2019;Hash_Abierto;130000;1337
10;auspol2019;Hash_Abierto;140000;1404
10;auspol2019;Hash_Abierto;150000;1501
10;auspol2019;Hash_Abierto;160000;1632
10;auspol2019;Hash_Abierto;170000;1746
10;auspol2019;Hash_Abierto;180000;1847
10;auspol2019;Cerrado_Lineal;10000;72
10;auspol2019;Cerrado_Lineal;20000;178
10;auspol2019;Cerrado_Lineal;30000;291
10;auspol2019;Cerrado_Lineal;40000;396
10;auspol2019;Cerrado_Lineal;50000;517
10;auspol2019;Cerrado_Lineal;60000;642
10;auspol2019;Cerrado_Lineal;70000;762
10;auspol2019;Cerrado_Lineal;80000;885
10;auspol2019;Cerrado_Lineal;90000;986
10;auspol2019;Cerrado_Lineal;100000;1087
10;auspol2019;Cerrado_Lineal;110000;1184
10;auspol2019;Cerrado_Lineal;120000;1283
10;auspol2019;Cerrado_Lineal;130000;1376
10;auspol2019;Cerrado_Lineal;140000;1467
10;auspol2019;Cerrado_Lineal;150000;1584
10;auspol2019;Cerrado_Lineal;160000;1745
10;auspol2019;Cerrado_Lineal;170000;1896
10;auspol2019;Cerrado_Lineal;180000;2019
10;auspol2019;Cerrado_Cuadratico;10000;70
10;auspol2019;Cerrado_Cuadratico;20000;173
10;auspol2019;Cerrado_Cuadratico;30000;295
10;auspol2019;Cerrado_Cuadratico;40000;403
10;auspol2019;Cerrado_Cuadratico;50000;513
10;auspol2019;Cerrado_Cuadratico;60000;639
10;auspol2019;Cerrado_Cuadratico;70000;763
10;auspol2019;Cerrado_Cuadratico;80000;888
10;auspol2019;Cerrado_Cuadratico;90000;991
10;auspol2019;Cerrado_Cuadratico;100000;1093
10;auspol2019;Cerrado_Cuadratico;110000;1204
10;auspol2019;Cerrado_Cuadratico;120000;1305
10;auspol2019;Cerrado_Cuadratico;130000;1402
10;auspol2019;Cerrado_Cuadratico;140000;1493
10;auspol2019;Cerrado_Cuadratico;150000;1613
10;auspol2019;Cerrado_Cuadratico;160000;1768
10;auspol2019;Cerrado_Cuadratico;170000;1918
10;auspol2019;Cerrado_Cuadratico;180000;2040
10;auspol2019;Cerrado_Doble;10000;82
10;auspol2019;Cerrado_Doble;20000;213
10;auspol2019;Cerrado_Doble;30000;338
10;auspol2019;Cerrado_Doble;40000;457
10;auspol2019;Cerrado_Doble;50000;579
10;auspol2019;Cerrado_Doble;60000;717
10;auspol2019;Cerrado_Doble;70000;852
10;auspol2019;Cerrado_Doble;80000;989
10;auspol2019;Cerrado_Doble;90000;1103
10;auspol2019;Cerrado_Doble;100000;1219
10;auspol2019;Cerrado_Doble;110000;1331
10;auspol2019;Cerrado_Doble;120000;1444
10;auspol2019;Cerrado_Doble;130000;1553
10;auspol2019;Cerrado_Doble;140000;1658
10;auspol2019;Cerrado_Doble;150000;1790
10;auspol2019;Cerrado_Doble;160000;1957
10;auspol2019;Cerrado_Doble;170000;2133
10;auspol2019;Cerrado_Doble;180000;2272
10;auspol2019;STL_UnorderedMap;10000;152
10;auspol2019;STL_UnorderedMap;20000;304
10;auspol2019;STL_UnorderedMap;30000;439
10;auspol2019;STL_UnorderedMap;40000;538
10;auspol2019;STL_UnorderedMap;50000;643
10;auspol2019;STL_UnorderedMap;60000;745
10;auspol2019;STL_UnorderedMap;70000;831
10;auspol2019;STL_UnorderedMap;80000;921
10;auspol2019;STL_UnorderedMap;90000;990
10;auspol2019;STL_UnorderedMap;100000;1053
10;auspol2019;STL_UnorderedMap;110000;1111
10;auspol2019;STL_UnorderedMap;120000;1168
10;auspol2019;STL_UnorderedMap;130000;1223
10;auspol2019;STL_UnorderedMap;140000;1275
10;auspol2019;STL_UnorderedMap;150000;1355
10;auspol2019;STL_UnorderedMap;160000;1462
10;auspol2019;STL_UnorderedMap;170000;1548
10;auspol2019;STL_UnorderedMap;180000;1616
11;auspol2019;Hash_Abierto;10000;123
11;auspol2019;Hash_Abierto;20000;257
11;auspol2019;Hash_Abierto;30000;384
11;auspol2019;Hash_Abierto;40000;490
11;auspol2019;Hash_Abierto;50000;594
11;auspol2019;Hash_Abierto;60000;717
11;auspol2019;Hash_Abierto;70000;821
11;auspol2019;Hash_Abierto;80000;929
11;auspol2019;Hash_Abierto;90000;1013
11;auspol2019;Hash_Abierto;100000;1095
11;auspol2019;Hash_Abierto;110000;1170
11;auspol2019;Hash_Abierto;120000;1244
11;auspol2019;Hash_Abierto;130000;1315
11;auspol2019;Hash_Abierto;140000;1382
11;auspol2019;Hash_Abierto;150000;1478
11;auspol2019;Hash_Abierto;160000;1624
11;auspol2019;Hash_Abierto;170000;1780
11;auspol2019;Hash_Abierto;180000;1887
11;auspol2019;Cerrado_Lineal;10000;73
11;auspol2019;Cerrado_Lineal;20000;179
11;auspol2019;Cerrado_Lineal;30000;306
11;auspol2019;Cerrado_Lineal;40000;412
11;auspol2019;Cerrado_Lineal;50000;521
11;auspol2019;Cerrado_Lineal;60000;646
11;auspol2019;Cerrado_Lineal;70000;767
11;auspol2019;Cerrado_Lineal;80000;890
11;auspol2019;Cerrado_Lineal;90000;991
11;auspol2019;Cerrado_Lineal;100000;1093
11;auspol2019;Cerrado_Lineal;110000;1189
11;auspol2019;Cerrado_Lineal;120000;1287
11;auspol2019;Cerrado_Lineal;130000;1380
11;auspol2019;Cerrado_Lineal;140000;1470
11;auspol2019;Cerrado_Lineal;150000;1587
11;auspol2019;Cerrado_Lineal;160000;1739
11;auspol2019;Cerrado_Lineal;170000;1888
11;auspol2019;Cerrado_Lineal;180000;2010
11;auspol2019;Cerrado_Cuadratico;10000;70
11;auspol2019;Cerrado_Cuadratico;20000;187
11;auspol2019;Cerrado_Cuadratico;30000;300
11;auspol2019;Cerrado_Cuadratico;40000;408
11;auspol2019;Cerrado_Cuadratico;50000;518
11;auspol2019;Cerrado_Cuadratico;60000;644
11;auspol2019;Cerrado_Cuadratico;70000;768
11;auspol2019;Cerrado_Cuadratico;80000;894
11;auspol2019;Cerrado_Cuadratico;90000;1008
11;auspol2019;Cerrado_Cuadratico;100000;1147
11;auspol2019;Cerrado_Cuadratico;110000;1250
11;auspol2019;Cerrado_Cuadratico;120000;1351
11;auspol2019;Cerrado_Cuadratico;130000;1449
11;auspol2019;Cerrado_Cuadratico;140000;1540
11;auspol2019;Cerrado_Cuadratico;150000;1660
11;auspol2019;Cerrado_Cuadratico;160000;1814
11;auspol2019;Cerrado_Cuadratico;170000;1965
11;auspol2019;Cerrado_Cuadratico;180000;2086
11;auspol2019;Cerrado_Doble;10000;81
11;auspol2019;Cerrado_Doble;20000;199
11;auspol2019;Cerrado_Doble;30000;321
11;auspol2019;Cerrado_Doble;40000;437
11;auspol2019;Cerrado_Doble;50000;556
11;auspol2019;Cerrado_Doble;60000;692
11;auspol2019;Cerrado_Doble;70000;824
11;auspol2019;Cerrado_Doble;80000;959
11;auspol2019;Cerrado_Doble;90000;1072
11;auspol2019;Cerrado_Doble;100000;1186
11;auspol2019;Cerrado_Doble;110000;1296
11;auspol2019;Cerrado_Doble;120000;1408
11;auspol2019;Cerrado_Doble;130000;1516
11;auspol2019;Cerrado_Doble;140000;1621
11;auspol2019;Cerrado_Doble;150000;1752
11;auspol2019;Cerrado_Doble;160000;1931
11;auspol2019;Cerrado_Doble;170000;2098
11;auspol2019;Cerrado_Doble;180000;2235
11;auspol2019;STL_UnorderedMap;10000;174
11;auspol2019;STL_UnorderedMap;20000;337
11;auspol2019;STL_UnorderedMap;30000;488
11;auspol2019;STL_UnorderedMap;40000;591
11;auspol2019;STL_UnorderedMap;50000;689
11;auspol2019;STL_UnorderedMap;60000;795
11;auspol2019;STL_UnorderedMap;70000;883
11;auspol2019;STL_UnorderedMap;80000;974
11;auspol2019;STL_UnorderedMap;90000;1044
11;auspol2019;STL_UnorderedMap;100000;1108
11;auspol2019;STL_UnorderedMap;110000;1166
11;auspol2019;STL_UnorderedMap;120000;1222
11;auspol2019;STL_UnorderedMap;130000;1276
11;auspol2019;STL_UnorderedMap;140000;1327
11;auspol2019;STL_UnorderedMap;150000;1406
11;auspol2019;STL_UnorderedMap;160000;1512
11;auspol2019;STL_UnorderedMap;170000;1611
11;auspol2019;STL_UnorderedMap;180000;1683
12;auspol2019;Hash_Abierto;10000;127
12;auspol2019;Hash_Abierto;20000;264
12;auspol2019;Hash_Abierto;30000;396
12;auspol2019;Hash_Abierto;40000;503
12;auspol2019;Hash_Abierto;50000;606
12;auspol2019;Hash_Abierto;60000;729
12;auspol2019;Hash_Abierto;70000;833
12;auspol2019;Hash_Abierto;80000;941
12;auspol2019;Hash_Abierto;90000;1025
12;auspol2019;Hash_Abierto;100000;1106
12;auspol2019;Hash_Abierto;110000;1181
12;auspol2019;Hash_Abierto;120000;1254
12;auspol2019;Hash_Abierto;130000;1339
12;auspol2019;Hash_Abierto;140000;1407
12;auspol2019;Hash_Abierto;150000;1507
12;auspol2019;Hash_Abierto;160000;1641
12;auspol2019;Hash_Abierto;170000;1759
12;auspol2019;Hash_Abierto;180000;1863
12;auspol2019;Cerrado_Lineal;10000;71
12;auspol2019;Cerrado_Lineal;20000;179
12;auspol2019;Cerrado_Lineal;30000;304
12;auspol2019;Cerrado_Lineal;40000;411
12;auspol2019;Cerrado_Lineal;50000;519
12;auspol2019;Cerrado_Lineal;60000;643
12;auspol2019;Cerrado_Lineal;70000;764
12;auspol2019;Cerrado_Lineal;80000;888
12;auspol2019;Cerrado_Lineal;90000;989
12;auspol2019;Cerrado_Lineal;100000;1090
12;auspol2019;Cerrado_Lineal;110000;1187
12;auspol2019;Cerrado_Lineal;120000;1286
12;auspol2019;Cerrado_Lineal;130000;1380
12;auspol2019;Cerrado_Lineal;140000;1470
12;auspol2019;Cerrado_Lineal;150000;1588
12;auspol2019;Cerrado_Lineal;160000;1741
12;auspol2019;Cerrado_Lineal;170000;1891
12;auspol2019;Cerrado_Lineal;180000;2016
12;auspol2019;Cerrado_Cuadratico;10000;70
12;auspol2019;Cerrado_Cuadratico;20000;187
12;auspol2019;Cerrado_Cuadratico;30000;319
12;auspol2019;Cerrado_Cuadratico;40000;440
12;auspol2019;Cerrado_Cuadratico;50000;559
12;auspol2019;Cerrado_Cuadratico;60000;744
12;auspol2019;Cerrado_Cuadratico;70000;877
12;auspol2019;Cerrado_Cuadratico;80000;1008
12;auspol2019;Cerrado_Cuadratico;90000;1116
12;auspol2019;Cerrado_Cuadratico;100000;1224
12;auspol2019;Cerrado_Cuadratico;110000;1327
12;auspol2019;Cerrado_Cuadratico;120000;1431
12;auspol2019;Cerrado_Cuadratico;130000;1533
12;auspol2019;Cerrado_Cuadratico;140000;1644
12;auspol2019;Cerrado_Cuadratico;150000;1777
12;auspol2019;Cerrado_Cuadratico;160000;1948
12;auspol2019;Cerrado_Cuadratico;170000;2141
12;auspol2019;Cerrado_Cuadratico;180000;2265
12;auspol2019;Cerrado_Doble;10000;82
12;auspol2019;Cerrado_Doble;20000;201
12;auspol2019;Cerrado_Doble;30000;325
12;auspol2019;Cerrado_Doble;40000;443
12;auspol2019;Cerrado_Doble;50000;564
12;auspol2019;Cerrado_Doble;60000;701
12;auspol2019;Cerrado_Doble;70000;835
12;auspol2019;Cerrado_Doble;80000;972
12;auspol2019;Cerrado_Doble;90000;1086
12;auspol2019;Cerrado_Doble;100000;1201
12;auspol2019;Cerrado_Doble;110000;1313
12;auspol2019;Cerrado_Doble;120000;1442
12;auspol2019;Cerrado_Doble;130000;1552
12;auspol2019;Cerrado_Doble;140000;1658
12;auspol2019;Cerrado_Doble;150000;1792
12;auspol2019;Cerrado_Doble;160000;1978
12;auspol2019;Cerrado_Doble;170000;2143
12;auspol2019;Cerrado_Doble;180000;2291
12;auspol2019;STL_UnorderedMap;10000;248
12;auspol2019;STL_UnorderedMap;20000;471
12;auspol2019;STL_UnorderedMap;30000;652
12;auspol2019;STL_UnorderedMap;40000;782
12;auspol2019;STL_UnorderedMap;50000;904
12;auspol2019;STL_UnorderedMap;60000;1040
12;auspol2019;STL_UnorderedMap;70000;1146
12;auspol2019;STL_UnorderedMap;80000;1253
12;auspol2019;STL_UnorderedMap;90000;1331
12;auspol2019;STL_UnorderedMap;100000;1401
12;auspol2019;STL_UnorderedMap;110000;1465
12;auspol2019;STL_UnorderedMap;120000;1526
12;auspol2019;STL_UnorderedMap;130000;1586
12;auspol2019;STL_UnorderedMap;140000;1639
12;auspol2019;STL_UnorderedMap;150000;1728
12;auspol2019;STL_UnorderedMap;160000;1846
12;auspol2019;STL_UnorderedMap;170000;1939
12;auspol2019;STL_UnorderedMap;180000;2011
13;auspol2019;Hash_Abierto;10000;123
13;auspol2019;Hash_Abierto;20000;257
13;auspol2019;Hash_Abierto;30000;395
13;auspol2019;Hash_Abierto;40000;500
13;auspol2019;Hash_Abierto;50000;603
13;auspol2019;Hash_Abierto;60000;717
13;auspol2019;Hash_Abierto;70000;820
13;auspol2019;Hash_Abierto;80000;927
13;auspol2019;Hash_Abierto;90000;1011
13;auspol2019;Hash_Abierto;100000;1105
13;auspol2019;Hash_Abierto;110000;1180
13;auspol2019;Hash_Abierto;120000;1254
13;auspol2019;Hash_Abierto;130000;1324
13;auspol2019;Hash_Abierto;140000;1390
13;auspol2019;Hash_Abierto;150000;1485
13;auspol2019;Hash_Abierto;160000;1614
13;auspol2019;Hash_Abierto;170000;1727
13;auspol2019;Hash_Abierto;180000;1814
13;auspol2019;Cerrado_Lineal;10000;71
13;auspol2019;Cerrado_Lineal;20000;176
13;auspol2019;Cerrado_Lineal;30000;288
13;auspol2019;Cerrado_Lineal;40000;395
13;auspol2019;Cerrado_Lineal;50000;503
13;auspol2019;Cerrado_Lineal;60000;626
13;auspol2019;Cerrado_Lineal;70000;744
13;auspol2019;Cerrado_Lineal;80000;865
13;auspol2019;Cerrado_Lineal;90000;965
13;auspol2019;Cerrado_Lineal;100000;1065
13;auspol2019;Cerrado_Lineal;110000;1162
13;auspol2019;Cerrado_Lineal;120000;1260
13;auspol2019;Cerrado_Lineal;130000;1366
13;auspol2019;Cerrado_Lineal;140000;1457
13;auspol2019;Cerrado_Lineal;150000;1579
13;auspol2019;Cerrado_Lineal;160000;1732
13;auspol2019;Cerrado_Lineal;170000;1914
13;auspol2019;Cerrado_Lineal;180000;2036
13;auspol2019;Cerrado_Cuadratico;10000;70
13;auspol2019;Cerrado_Cuadratico;20000;174
13;auspol2019;Cerrado_Cuadratico;30000;283
13;auspol2019;Cerrado_Cuadratico;40000;389
13;auspol2019;Cerrado_Cuadratico;50000;498
13;auspol2019;Cerrado_Cuadratico;60000;623
13;auspol2019;Cerrado_Cuadratico;70000;746
13;auspol2019;Cerrado_Cuadratico;80000;882
13;auspol2019;Cerrado_Cuadratico;90000;989
13;auspol2019;Cerrado_Cuadratico;100000;1093
13;auspol2019;Cerrado_Cuadratico;110000;1205
13;auspol2019;Cerrado_Cuadratico;120000;1306
13;auspol2019;Cerrado_Cuadratico;130000;1404
13;auspol2019;Cerrado_Cuadratico;140000;1494
13;auspol2019;Cerrado_Cuadratico;150000;1612
13;auspol2019;Cerrado_Cuadratico;160000;1767
13;auspol2019;Cerrado_Cuadratico;170000;1916
13;auspol2019;Cerrado_Cuadratico;180000;2037
13;auspol2019;Cerrado_Doble;10000;82
